datetime,temp,pressure,humidity,wind_direction,wind_speed,u,v,pressure_24h
2023-03-21 00:00:00,20.300001,1004.2,84.0,50.0,3.0,-2.298133329356934,-1.9283628290596178,1004.2
2023-03-21 03:00:00,20.9,1005.2,86.0,360.0,2.0,1.2246467991473532e-16,-2.0,1004.7
2023-03-21 06:00:00,25.800001,1006.4,63.0,40.0,4.0,-2.571150438746158,-3.0641777724759116,1005.2666666666668
2023-03-21 09:00:00,27.300001,1005.8,62.0,120.0,3.0,-2.598076211353316,1.4999999999999998,1005.4
2023-03-21 12:00:00,27.800001,1003.5,47.0,250.0,5.0,4.698463103929543,1.7101007166283435,1005.0200000000001
2023-03-21 15:00:00,25.0,1003.9,33.0,60.0,4.0,-3.4641016151377544,-2.0000000000000004,1004.8333333333334
2023-03-21 18:00:00,20.800001,1005.6,44.0,360.0,2.0,1.2246467991473532e-16,-2.0,1004.9428571428572
2023-03-21 21:00:00,18.5,1005.2,55.0,20.0,3.0,-1.0260604299770058,-2.8190778623577253,1004.975
2023-03-22 00:00:00,18.800001,1005.0,53.0,320.0,3.0,1.9283628290596182,-2.298133329356934,1004.9777777777776
2023-03-22 03:00:00,17.300001,1006.6,61.0,50.0,2.0,-1.532088886237956,-1.2855752193730785,1005.14
2023-03-22 06:00:00,26.1,1007.5,47.0,200.0,5.0,1.7101007166283442,4.698463103929542,1005.3545454545455
2023-03-22 09:00:00,27.300001,1006.9,23.0,220.0,11.0,7.070663706551933,8.426488874308758,1005.4833333333332
2023-03-22 12:00:00,26.300001,1004.8,27.0,220.0,10.0,6.427876096865393,7.66044443118978,1005.4307692307692
2023-03-22 15:00:00,24.7,1004.9,27.0,260.0,9.0,8.863269777109872,1.562833599002373,1005.3928571428571
2023-03-22 18:00:00,23.4,1005.6,42.0,260.0,9.0,8.863269777109872,1.562833599002373,1005.4066666666666
2023-03-22 21:00:00,22.9,1005.9,31.0,260.0,7.0,6.893654271085456,1.2155372436685123,1005.4375
2023-03-23 00:00:00,21.6,1005.5,25.0,270.0,6.0,6.0,0.0,1005.4411764705883
2023-03-23 03:00:00,20.9,1007.1,23.0,260.0,5.0,4.92403876506104,0.8682408883346516,1005.5333333333333
2023-03-23 06:00:00,24.4,1009.6,9.0,270.0,5.0,5.0,0.0,1005.7473684210527
2023-03-23 09:00:00,26.5,1009.2,9.0,230.0,8.0,6.128355544951824,5.142300877492314,1005.9200000000001
2023-03-23 12:00:00,26.0,1007.8,19.0,210.0,12.0,6.000000000000002,10.392304845413264,1006.0095238095239
2023-03-23 15:00:00,23.7,1008.2,28.0,220.0,8.0,5.142300877492315,6.128355544951824,1006.1090909090909
